Membership No  Date Joined  Active  
    66260      2016-7-2     yes   
    26435      2019-6-23    yes   
    67878      2020-5-12    yes   
    51708      2019-9-24    yes   
    35817      2016-7-22    yes   
    16394      2015-12-19   yes   
    31508      2018-3-2     yes   
    48265      2016-3-20    yes   
    14885      2019-3-25    yes   
    72266      2018-10-13   yes   
    62164      2018-7-22    yes   
    40206      2016-11-11   yes   
    78276      2015-3-12    yes   
    82916      2015-12-16   yes   
    60472      2015-7-4     yes   
    21162      2018-4-24    yes   
    37421      2016-12-16   yes   
    38489      2018-5-1     yes   
    18599      2018-6-4     yes   
    98046      2016-12-15   yes   
    41864      2019-1-5     yes   
    49739      2018-9-24    yes   
    37427      2018-11-25   yes   
    49704      2017-10-3    yes   
    69934      2019-1-25    yes   
    12993      2016-4-25    yes   
    24107      2017-5-1     yes   
    81704      2016-1-23    yes   
    48705      2015-12-11   yes   
    19390      2015-5-15    yes   
    26141      2015-3-16    yes   
    58423      2015-12-19   yes   
    69050      2018-2-6     yes   
    48261      2017-3-3     yes   
    41047      2018-4-16    yes   
    37031      2016-8-2     yes   
    25755      2020-2-14    yes   
    80881      2018-6-5     yes   
    17249      2018-2-4     yes   
    59827      2020-7-15    yes   
    46979      2015-2-9     yes   
    38310      2020-7-9     yes   
    43860      2019-1-14    yes   
    52456      2016-11-9    yes   
    38285      2017-11-12   yes   
    30388      2016-9-1     yes   
    43783      2019-8-1     yes   
    76902      2020-8-11    yes   
    88664      2018-1-9     yes   
    73934      2017-4-5     yes   
    62068      2020-4-15    yes   
    76202      2015-1-22    yes   
    85198      2018-3-13    yes   
    10260      2015-6-24    yes   
    61041      2015-10-11   yes   
    38373      2017-12-14   yes   
    76301      2019-1-8     yes   
    91762      2017-5-12    yes   
    43635      2018-10-9    yes   
    14418      2016-4-5     yes   
    22830      2019-10-18   yes   
    81129      2016-8-7     yes   
    15805      2016-7-19    yes   
    58854      2017-4-22    yes   
    33281      2015-8-25    yes   
    87841      2020-3-14    yes   
    12766      2017-2-19    yes   
    91442      2016-10-10   yes   
    69590      2019-7-4     yes   
    68486      2016-3-14    yes   
    82667      2017-8-8     yes   
    26868      2016-9-23    yes   
    35265      2015-10-24   yes   
    86948      2017-12-10   yes   
    88400      2019-6-11    yes   
    19295      2016-10-16   yes   
    47571      2020-11-2    yes   
    37920      2020-11-4    yes   
    67991      2018-8-2     yes   
    15723      2020-12-6    yes   
    73648      2019-11-11   yes   
    50219      2015-10-17   yes   
    99507      2019-10-12   yes   
    81450      2018-6-3     yes   
    58631      2019-1-12    yes   
    97171      2015-9-25    yes   
    21740      2018-9-20    yes   
    42982      2018-2-3     yes   
    66331      2017-10-3    yes   
    37957      2018-8-14    yes   
    59263      2019-10-23   yes   
    43797      2017-5-2     yes   
    84368      2016-1-11    yes   
    94004      2015-4-15    yes   
    10975      2016-12-7    yes   
    67608      2019-7-20    yes   
    31768      2017-12-8    yes   
    21486      2017-6-8     yes   
    52487      2018-5-6     yes   
    68024      2017-5-15    yes   
    32570      2019-12-5    yes   
    61464      2015-4-6     yes   
    88547      2020-8-15    yes   
    73065      2017-1-20    yes   
    18791      2016-7-24    yes   
    32010      2020-9-19    yes   
    23090      2017-9-2     yes   
    95964      2017-9-12    yes   
    17672      2018-11-11   yes   
    25055      2017-12-2    yes   
    17124      2020-8-11    yes   
    86205      2016-12-9    yes   
    71139      2017-11-20   yes   
    89346      2017-3-21    yes   
    31748      2018-12-7    yes   
    74933      2020-12-12   yes   
    29223      2016-3-20    yes   
    39242      2017-11-15   yes   
    30579      2018-9-15    yes   
    91998      2017-11-4    yes   
    50153      2017-11-3    yes   
    49273      2016-4-15    yes   
    34728      2020-6-14    yes   
    48476      2018-6-17    yes   
    51957      2017-12-21   yes   
    72720      2017-1-16    yes   
    97733      2016-7-14    yes   
    96743      2017-12-24   yes   
    94165      2020-8-21    yes   
    60074      2019-11-10   yes   
    73152      2019-1-24    yes   
    87435      2015-2-2     yes   
    82233      2016-12-12   yes   
    14482      2015-12-1    yes   
    50183      2019-3-14    yes   
    37922      2020-4-17    yes   
    65004      2019-5-21    yes   
    83705      2018-5-8     yes   
    65778      2020-8-21    yes   
    44760      2019-5-18    yes   
    96001      2016-2-2     yes   
    33496      2018-6-8     yes   
    95653      2016-3-9     yes   
    83317      2020-5-21    yes   
    30541      2018-7-17    yes   
    43712      2018-2-9     yes   
    86085      2015-7-7     yes   
    92951      2017-5-23    yes   
    55786      2017-12-18   yes   
    41534      2015-7-8     yes   
    81746      2018-5-6     yes   
    53273      2017-8-20    yes   
    21784      2015-12-6    yes   
    95933      2019-2-16    yes   
    29509      2016-3-14    yes   
    51649      2015-4-12    yes   
    60233      2018-11-12   yes   
    27413      2017-3-19    yes   
    28524      2017-7-13    yes   
    19387      2019-7-17    yes   
    12926      2016-10-7    yes   
    48602      2018-9-9     yes   
    40582      2015-6-3     yes   
    86093      2019-7-25    yes   
    46315      2020-3-16    yes   
    16461      2015-11-18   yes   
    76426      2019-11-24   yes   
    25721      2017-1-16    yes   
    86493      2019-9-20    yes   
    44675      2016-11-24   yes   
    62838      2015-1-8     yes   
    66532      2019-7-18    yes   
    80808      2020-2-23    yes   
    48516      2016-8-7     yes   
    65760      2015-3-24    yes   
    52488      2017-3-7     yes   
    75663      2017-2-2     yes   
    10609      2015-12-25   yes   
    96757      2020-2-15    yes   
    69578      2016-3-2     yes   
    56784      2020-3-11    yes   
    68187      2017-4-3     yes   
    86467      2016-12-11   yes   
    73251      2017-2-17    yes   
    27052      2016-1-11    yes   
    53320      2016-9-10    yes   
    60072      2020-6-23    yes   
    74663      2019-8-11    yes   
    26486      2016-2-2     yes   
    36881      2018-9-14    yes   
    71749      2018-6-11    yes   
    91381      2017-10-21   yes   
    73574      2020-11-15   yes   
    26216      2015-1-11    yes   
    66224      2017-7-19    yes   
    61610      2018-9-18    yes   
    89945      2018-7-8     yes   
    17879      2015-6-4     yes   
    57272      2017-7-24    yes   
    85516      2016-8-1     yes   
    61082      2018-7-11    yes   
    72683      2016-9-11    yes   
    89604      2016-8-19    yes   
    13330      2019-11-20   yes   
    40806      2018-1-6     yes   
    46054      2019-7-4     yes   
    33263      2016-2-14    yes   
    97586      2018-3-4     yes   
    89501      2018-7-1     yes   
    63639      2019-4-2     yes   
    96357      2015-10-4    yes   
    76009      2018-10-23   yes   
    79067      2018-9-2     yes   
    25764      2020-7-13    yes   
    67746      2015-5-21    yes   
    91076      2017-3-7     yes   
    12915      2019-7-11    yes   
    93554      2020-11-8    yes   
    25079      2018-9-13    yes   
    16896      2019-2-3     yes   
    26754      2018-11-4    yes   
    87984      2017-2-21    yes   
    14118      2019-6-9     yes   
    81405      2016-4-13    yes   
    82382      2015-9-21    yes   
    39350      2015-5-9     yes   
    22973      2015-11-17   yes   
    55843      2018-11-4    yes   
    99163      2020-12-10   yes   
    97922      2016-1-16    yes   
    28279      2019-7-5     yes   
    22927      2015-6-16    yes   
    34622      2019-7-3     yes   
    42430      2017-7-18    yes   
    52004      2018-6-15    yes   
    94793      2020-2-22    yes   
    57671      2016-11-2    yes   
    42585      2016-9-16    yes   
    14590      2019-8-4     yes   
    48488      2016-7-23    yes   
    68110      2015-10-4    yes   
    13037      2015-11-16   yes   
    41455      2015-2-8     yes   
    28301      2018-3-24    yes   
    85763      2019-6-2     yes   
    28306      2019-5-15    yes   
    82691      2018-3-9     yes   
    43449      2019-2-8     yes   
    82420      2020-6-5     yes   
    91710      2017-6-7     yes   
    87943      2018-4-14    yes   
    13472      2015-5-18    yes   
    64580      2019-12-22   yes   
    75640      2017-3-18    yes   
    75887      2015-12-22   yes   
    75199      2018-8-25    yes   
    89029      2016-7-22    yes   
    30993      2017-7-11    yes   
    73200      2017-9-19    yes   
    11876      2018-12-11   yes   
    34606      2018-3-17    yes   
    79013      2020-4-6     yes   
    86390      2015-4-8     yes   
    91265      2018-9-21    yes   
    91576      2017-12-7    yes   
    24226      2018-6-7     yes   
    40484      2019-5-13    yes   
    89659      2017-12-3    yes   
    25619      2018-9-3     yes   
    21447      2018-11-25   yes   
    23100      2016-11-14   yes   
    42078      2020-3-5     yes   
    35865      2018-7-16    yes   
    66505      2020-9-24    yes   
    43074      2017-2-9     yes   
    15681      2017-5-18    yes   
    37951      2020-9-20    yes   
    71514      2017-11-2    yes   
    84535      2020-10-6    yes   
    62703      2018-3-4     yes   
    37178      2015-1-12    yes   
    41484      2016-11-5    yes   
    20762      2015-9-16    yes   
    88425      2019-2-7     yes   
    40060      2015-12-8    yes   
    83300      2015-5-24    yes   
    61820      2020-6-21    yes   
    25370      2020-6-24    yes   
    25625      2015-7-14    yes   
    32951      2015-3-12    yes   
    88738      2019-10-25   yes   
    73942      2018-7-2     yes   
    76266      2016-7-3     yes   
    76976      2015-4-3     yes   
    43417      2016-3-8     yes   
    28644      2020-8-21    yes   
    87096      2017-5-16    yes   
    67475      2017-3-1     yes   
    93079      2020-12-23   yes   
    26282      2019-6-9     yes   
    65338      2017-9-12    yes   
    34677      2018-5-8     yes   
    51378      2019-6-11    yes   
    21081      2015-6-1     yes   
    53912      2017-7-21    yes   
    83046      2019-5-8     yes   
    77677      2017-2-1     yes   
    33534      2020-5-15    yes   
    88275      2019-6-10    yes   
    40379      2019-8-15    yes   
    73978      2019-11-2    yes   
    18320      2016-3-22    yes   
    17762      2020-5-19    yes   
    38317      2016-12-19   yes   
    61734      2020-3-18    yes   
    26377      2015-4-21    yes   
    67694      2017-3-9     yes   
    51311      2018-8-1     yes   
    85810      2017-12-9    yes   
    78572      2015-1-23    yes   
    19285      2016-8-11    yes   
    60133      2018-4-16    yes   
    57133      2015-7-23    yes   
    22804      2019-2-5     yes   
    23072      2017-6-1     yes   
    31770      2020-10-24   yes   
    46771      2017-10-6    yes   
    68788      2015-11-21   yes   
    14945      2015-9-1     yes   
    16986      2019-3-19    yes   
    22708      2019-3-25    yes   
    39120      2020-8-21    yes   
    53700      2020-10-14   yes   
    43675      2018-3-20    yes   
    10624      2017-9-14    yes   
    86367      2018-3-12    yes   
    33580      2017-12-4    yes   
    17758      2016-1-21    yes   
    37239      2019-1-6     yes   
    98465      2020-7-17    yes   
    29573      2019-12-7    yes   
    66979      2017-6-12    yes   
    73842      2016-5-7     yes   
    94429      2019-8-17    yes   
    18018      2020-4-9     yes   
    23392      2017-10-7    yes   
    95763      2015-2-6     yes   
    67121      2018-3-10    yes   
    48829      2018-3-8     yes   
    19651      2019-1-2     yes   
    61499      2018-7-21    yes   
    79606      2019-9-18    yes   
    38266      2016-2-15    yes   
    52986      2019-2-17    yes   
    56423      2015-7-4     yes   
    17073      2016-11-13   yes   
    94164      2019-6-20    yes   
    98081      2020-5-25    yes   
    51145      2020-3-6     yes   
    36242      2017-7-24    yes   
    67344      2015-9-22    yes   
    55579      2015-4-17    yes   
    10345      2016-3-14    yes   
    25983      2018-7-17    yes   
    83947      2020-6-7     yes   
    82948      2019-8-2     yes   
    95901      2017-2-7     yes   
    74239      2019-12-9    yes   
    91189      2015-7-3     yes   
    96902      2016-11-22   yes   
    86714      2017-3-4     yes   
    29247      2016-2-25    yes   
    50248      2016-9-12    yes   
    10907      2017-7-23    yes   
    65008      2016-1-14    yes   
    56234      2018-9-14    yes   
    48607      2018-6-21    yes   
    11202      2019-1-14    yes   
    56316      2017-7-22    yes   
    78555      2015-11-23   yes   
    87266      2018-6-1     yes   
    44002      2019-10-3    yes   
    33051      2016-10-13   yes   
    97636      2019-3-25    yes   
    47886      2019-10-11   yes   
    63336      2017-6-11    yes   
    46991      2017-11-11   yes   
    46325      2015-8-8     yes   
    98151      2019-3-7     yes   
    73444      2015-10-23   yes   
    98010      2015-1-22    yes   
    87727      2020-4-13    yes   
    75808      2019-3-18    yes   
    59018      2016-10-9    yes   
    99549      2015-11-8    yes   
    49613      2016-6-17    yes   
    76651      2018-3-4     yes   
    47496      2015-6-20    yes   
    27778      2016-4-1     yes   
    83860      2018-3-20    yes   
    78756      2019-9-13    yes   
    90788      2017-3-16    yes   
    57843      2018-4-6     yes   
    15741      2018-7-8     yes   
    46296      2020-12-21   yes   
    55699      2017-11-15   yes   
    35634      2015-5-3     yes   
    30148      2020-2-14    yes   
    44322      2020-6-18    yes   
    59416      2019-5-16    yes   
    96692      2017-1-20    yes   
    77700      2017-10-2    yes   
    94523      2016-3-10    yes   
    12055      2020-7-21    yes   
    98518      2019-12-12   yes   
    33531      2020-3-21    yes   
    90626      2018-8-2     yes   
    26391      2019-1-23    yes   
    22275      2020-1-7     yes   
    90650      2020-2-22    yes   
    18365      2018-3-10    yes   
    90677      2016-8-8     yes   
    95985      2019-10-25   yes   
    80536      2018-5-20    yes   
    77819      2018-1-11    yes   
    92755      2020-9-6     yes   
    73010      2015-12-22   yes   
    23755      2019-11-23   yes   
    54800      2016-9-20    yes   
    26654      2015-4-22    yes   
    30919      2016-3-9     yes   
    82653      2018-11-15   yes   
    13199      2020-7-16    yes   
    23947      2016-11-15   yes   
    71777      2019-3-19    yes   
    29378      2017-2-23    yes   
    76067      2017-5-7     yes   
    61366      2017-5-17    yes   
    87053      2019-1-7     yes   
    75574      2020-1-20    yes   
    96551      2017-5-23    yes   
    20416      2015-2-18    yes   
    73898      2020-8-21    yes   
    27245      2015-8-15    yes   
    90016      2016-12-19   yes   
    22400      2017-6-21    yes   
    91771      2019-6-19    yes   
    54805      2017-9-3     yes   
    66218      2015-5-17    yes   
    71507      2016-8-21    yes   
    50256      2020-5-13    yes   
    44860      2016-7-19    yes   
    11160      2020-4-18    yes   
    49192      2019-11-21   yes   
    85525      2018-2-19    yes   
    99028      2015-6-4     yes   
    62161      2015-1-6     yes   
    73336      2018-7-2     yes   
    77741      2017-12-23   yes   
    84565      2020-12-2    yes   
    78465      2020-2-25    yes   
    61968      2018-10-8    yes   
    58667      2019-11-19   yes   
    80827      2020-6-8     yes   
    48029      2017-8-9     yes   
    71831      2016-5-19    yes   
    18093      2019-2-16    yes   
    16004      2017-6-6     yes   
    54811      2018-12-9    yes   
    39721      2016-5-20    yes   
    97877      2016-6-10    yes   
    80044      2017-6-6     yes   
    10964      2018-3-6     yes   
    70080      2015-4-11    yes   
    39914      2019-3-2     yes   
    84323      2017-12-4    yes   
    80487      2017-8-10    yes   
    59204      2015-3-3     yes   
    58350      2016-11-17   yes   
    66580      2018-8-9     yes   
    59541      2018-12-2    yes   
    41717      2017-3-20    yes   
    59801      2016-12-3    yes   
    14173      2017-11-10   yes   
    19143      2018-12-15   yes   
    49759      2019-5-3     yes   
    24732      2018-3-19    yes   
    32578      2017-4-25    yes   
    62098      2017-11-22   yes   
    95945      2020-2-3     yes   
    67444      2017-1-13    yes   
    19183      2017-1-7     yes   
    70115      2020-11-3    yes   
    22973      2020-11-21   yes   
    87497      2016-12-22   yes   
    25738      2018-6-11    yes   
    55580      2018-12-22   yes   
    69851      2018-9-14    yes   
    14121      2019-11-9    yes   
    31694      2016-12-17   yes   
    11628      2018-9-7     yes   
    74085      2019-1-1     yes   
    34719      2015-2-2     yes   
    31575      2020-2-4     yes   
    88068      2015-9-10    yes   
    89924      2019-3-20    yes   
    73495      2016-3-1     yes   
    65476      2020-5-3     yes   
    67488      2019-4-7     yes   
    30262      2017-5-22    yes   
    92534      2020-9-4     yes   
    27617      2018-11-17   yes   
    81119      2020-6-25    yes   
    64207      2020-4-7     yes   
    70710      2019-2-10    yes   
    53810      2018-2-24    yes   
    50794      2016-5-23    yes   
    58434      2016-9-16    yes   
    10664      2017-12-17   yes   
    26630      2016-5-12    yes   
    20655      2020-9-2     yes   
    40646      2018-4-10    yes   
    68073      2015-12-7    yes   
    61593      2016-6-7     yes   
    12830      2019-10-2    yes   
    65200      2016-10-7    yes   
    41056      2018-9-3     yes   
    98916      2015-4-9     yes   
    77029      2016-8-1     yes   
    42997      2016-2-25    yes   
    47342      2015-5-25    yes   
    42087      2015-11-21   yes   
    12222      2017-10-12   yes   
    96686      2018-6-19    yes   
    40068      2019-11-1    yes   
    82613      2016-6-7     yes   
    23184      2017-5-2     yes   
    59317      2015-3-19    yes   
    30670      2020-4-2     yes   
    21614      2020-7-24    yes   
    89510      2017-7-3     yes   
    25645      2019-5-21    yes   
    98475      2017-7-12    yes   
    30082      2015-9-19    yes   
    59692      2016-9-6     yes   
    47247      2016-1-19    yes   
    43563      2017-5-3     yes   
    53332      2017-6-22    yes   
    74124      2016-6-6     yes   
    27916      2020-6-24    yes   
    86493      2017-9-21    yes   
    39137      2017-9-7     yes   
    89222      2018-6-5     yes   
    94895      2019-8-9     yes   
    44834      2019-1-18    yes   
    89832      2016-2-13    yes   
    45713      2016-8-16    yes   
    36414      2016-5-10    yes   
    17948      2015-1-18    yes   
    95984      2020-5-15    yes   
    15466      2020-12-25   yes   
    69204      2017-2-13    yes   
    58232      2016-7-16    yes   
    33123      2017-12-2    yes   
    82064      2018-2-21    yes   
    21734      2020-4-16    yes   
    99889      2019-5-16    yes   
    71599      2015-12-13   yes   
    10160      2020-4-25    yes   
    35565      2020-7-20    yes   
    33278      2016-4-14    yes   
    70576      2019-5-14    yes   
    39771      2015-11-7    yes   
    99229      2016-8-11    yes   
    71021      2020-12-17   yes   
    62929      2015-3-14    yes   
    89442      2017-2-21    yes   
    83040      2015-11-3    yes   
    96155      2015-5-13    yes   
    11717      2020-10-25   yes   
    14162      2016-5-15    yes   
    98579      2020-6-9     yes   
    15050      2015-1-6     yes   
    84144      2019-11-10   yes   
    66333      2016-9-25    yes   
    16239      2016-11-22   yes   
    11691      2017-7-19    yes   
    49328      2017-4-20    yes   
    17145      2020-12-24   yes   
    84691      2017-4-20    yes   
    56421      2015-7-2     yes   
    67811      2018-4-12    yes   
    11656      2016-6-24    yes   
    48375      2018-5-4     yes   
    37167      2018-2-18    yes   
    13114      2020-3-12    yes   
    68437      2018-11-24   yes   
    46512      2017-6-24    yes   
    78708      2018-10-4    yes   
    88097      2015-5-13    yes   
    12376      2017-6-11    yes   
    39348      2020-11-1    yes   
    79343      2017-8-13    yes   
    50401      2017-4-14    yes   
    35141      2015-4-19    yes   
    23343      2018-11-4    yes   
    75507      2020-11-23   yes   
    44402      2018-11-6    yes   
    98350      2019-12-5    yes   
    57582      2016-11-20   yes   
    48961      2019-7-25    yes   
    52867      2015-5-24    yes   
    85141      2019-9-16    yes   
    59101      2018-10-9    yes   
    14599      2016-8-1     yes   
    97970      2018-11-19   yes   
    61253      2018-12-16   yes   
    18786      2017-7-12    yes   
    70484      2015-1-3     yes   
    17434      2020-3-3     yes   
    55206      2015-2-15    yes   
    62706      2018-4-16    yes   
    35120      2015-5-14    yes   
    18253      2019-6-25    yes   
    57113      2019-5-18    yes   
    99278      2020-5-20    yes   
    16076      2017-10-9    yes   
    96624      2017-4-23    yes   
    27925      2016-10-10   yes   
    50183      2015-5-19    yes   
    80996      2017-8-14    yes   
    91814      2016-11-2    yes   
    74679      2016-3-5     yes   
    17786      2016-10-2    yes   
    61089      2019-12-16   yes   
    72143      2017-9-2     yes   
    22509      2016-7-11    yes   
    12605      2019-7-12    yes   
    94570      2016-9-3     yes   
    87580      2018-5-14    yes   
    51727      2019-2-9     yes   
    25906      2015-10-17   yes   
    58705      2015-5-12    yes   
    23123      2018-3-14    yes   
    49573      2015-9-19    yes   
    33276      2020-3-9     yes   
    42992      2019-7-13    yes   
    81945      2017-12-2    yes   
    12048      2016-1-20    yes   
    59933      2019-8-1     yes   
    16678      2016-2-4     yes   
    17623      2020-7-12    yes   
    84378      2019-3-6     yes   
    71657      2019-12-6    yes   
    66857      2019-3-25    yes   
    36666      2015-8-23    yes   
    54238      2019-4-22    yes   
    17791      2016-5-10    yes   
    97266      2017-6-4     yes   
    79347      2020-8-5     yes   
    76524      2018-9-25    yes   
    52417      2019-10-19   yes   
    97129      2020-1-24    yes   
    83727      2017-3-25    yes   
    53419      2016-6-6     yes   
    77295      2016-4-12    yes   
    95504      2017-2-3     yes   
    69734      2015-2-23    yes   
    38155      2018-5-1     yes   
    36651      2017-8-10    yes   
    83135      2020-11-2    yes   
    59569      2016-12-12   yes   
    27284      2020-9-13    yes   
    35405      2020-8-17    yes   
    44038      2020-8-6     yes   
    12629      2018-8-9     yes   
    77301      2016-2-7     yes   
    58669      2018-12-10   yes   
    98596      2015-10-19   yes   
    54901      2017-12-8    yes   
    55255      2020-7-22    yes   
    51108      2015-4-12    yes   
    26047      2017-11-1    yes   
    85134      2016-6-23    yes   
    25736      2015-5-12    yes   
    40189      2015-3-23    yes   
    86500      2015-11-25   yes   
    65649      2017-3-12    yes   
    17704      2017-3-9     yes   
    82383      2020-6-10    yes   
    96212      2019-7-16    yes   
    39042      2019-2-7     yes   
    47791      2018-1-16    yes   
    90557      2015-6-25    yes   
    25749      2015-11-6    yes   
    94230      2019-2-25    yes   
    47503      2018-12-12   yes   
    55163      2020-6-8     yes   
    28907      2020-3-14    yes   
    41165      2020-4-24    yes   
    10047      2018-7-11    yes   
    12518      2015-11-11   yes   
    55682      2016-11-9    yes   
    73717      2016-2-13    yes   
    18824      2016-5-10    yes   
    98386      2019-8-24    yes   
    16887      2016-2-1     yes   
    60411      2017-4-17    yes   
    33422      2017-6-15    yes   
    98597      2015-6-13    yes   
    35913      2015-8-21    yes   
    86441      2019-1-14    yes   
    69010      2020-6-1     yes   
    71474      2015-10-23   yes   
    11470      2019-2-22    yes   
    50694      2016-4-15    yes   
    36310      2019-6-12    yes   
    26033      2017-6-2     yes   
    39575      2016-11-12   yes   
    27812      2017-10-19   yes   
    98056      2019-1-3     yes   
    16186      2018-4-9     yes   
    57567      2019-4-9     yes   
    74972      2018-3-6     yes   
    29150      2016-7-8     yes   
    94854      2020-6-10    yes   
    49486      2015-6-7     yes   
    95807      2020-1-22    yes   
    83864      2019-1-24    yes   
    83150      2019-11-1    yes   
    32331      2015-1-6     yes   
    11758      2019-6-6     yes   
    99398      2017-2-21    yes   
    94620      2018-4-3     yes   
    94510      2018-5-18    yes   
    81113      2015-7-18    yes   
    33993      2015-6-18    yes   
    13327      2020-11-25   yes   
    48711      2018-5-2     yes   
    34664      2017-5-17    yes   
    53764      2016-7-11    yes   
    63274      2016-8-21    yes   
    25359      2016-6-6     yes   
    59670      2016-2-14    yes   
    81561      2017-4-14    yes   
    76335      2016-6-24    yes   
    59512      2020-2-14    yes   
    74055      2020-8-23    yes   
    69627      2018-4-2     yes   
    56661      2016-1-3     yes   
    34213      2020-3-8     yes   
    86468      2015-3-6     yes   
    14240      2017-7-20    yes   
    81222      2016-7-23    yes   
    86010      2015-5-22    yes   
    44744      2015-7-18    yes   
    54615      2015-6-10    yes   
    44433      2020-8-3     yes   
    16551      2020-11-8    yes   
    18671      2019-2-11    yes   
    28385      2019-6-6     yes   
    17653      2015-12-24   yes   
    60923      2017-4-16    yes   
    30118      2015-4-21    yes   
    55684      2017-7-15    yes   
    48270      2016-12-9    yes   
    78981      2019-8-22    yes   
    45884      2017-2-16    yes   
    32497      2015-3-11    yes   
    22413      2017-5-9     yes   
    50314      2015-11-15   yes   
    34970      2018-3-1     yes   
    81668      2015-5-14    yes   
    57357      2016-5-20    yes   
    63934      2015-4-2     yes   
    42365      2015-10-8    yes   
    20579      2017-9-15    yes   
    81951      2019-7-3     yes   
    53956      2020-6-5     yes   
    89528      2015-2-1     yes   
    36613      2017-11-8    yes   
    45102      2015-7-3     yes   
    61342      2016-1-16    yes   
    16782      2016-9-2     yes   
    57576      2016-7-15    yes   
    39128      2018-5-1     yes   
    61006      2020-11-12   yes   
    42308      2019-11-21   yes   
    91209      2018-9-18    yes   
    99371      2016-8-17    yes   
    53762      2016-8-5     yes   
    22970      2015-12-13   yes   
    57647      2015-10-16   yes   
    53404      2020-10-2    yes   
    80633      2020-3-3     yes   
    22230      2016-12-15   yes   
    94772      2017-6-4     yes   
    27836      2020-2-6     yes   
    29731      2016-9-1     yes   
    50991      2015-12-20   yes   
    76173      2020-3-10    yes   
    55552      2016-2-24    yes   
    76901      2019-1-22    yes   
    13227      2018-4-4     yes   
    49450      2020-9-2     yes   
    80589      2019-3-6     yes   
    95004      2015-8-25    yes   
    75370      2020-12-12   yes   
    80592      2016-6-1     yes   
    59209      2015-9-22    yes   
    95222      2020-6-8     yes   
    86402      2016-5-22    yes   
    58237      2016-8-3     yes   
    82198      2020-9-6     yes   
    21002      2018-6-8     yes   
    33272      2017-10-7    yes   
    46965      2018-1-19    yes   
    22473      2020-12-4    yes   
    32396      2017-8-3     yes   
    55659      2020-9-3     yes   
    98832      2018-3-11    yes   
    63957      2019-9-25    yes   
    31008      2020-7-23    yes   
    88330      2016-4-13    yes   
    62921      2017-11-7    yes   
    86583      2017-5-6     yes   
    55737      2016-5-15    yes   
    19308      2015-7-14    yes   
    44999      2020-6-20    yes   
    51692      2020-2-23    yes   
    76683      2019-4-18    yes   
    14969      2019-2-8     yes   
    61799      2018-2-8     yes   
    20679      2020-2-16    yes   
    87301      2019-7-18    yes   
    56959      2019-3-14    yes   
    54394      2015-1-10    yes   
    19134      2018-11-18   yes   
    39823      2017-8-10    yes   
    96440      2017-1-15    yes   
    74656      2017-1-7     yes   
    84275      2019-1-19    yes   
    76902      2015-6-7     yes   
    61046      2018-5-14    yes   
    13340      2015-10-16   yes   
    37857      2019-12-18   yes   
    27137      2015-2-25    yes   
    52850      2019-9-21    yes   
    60542      2015-4-22    yes   
    89960      2015-10-20   yes   
    87785      2017-6-8     yes   
    79571      2018-8-16    yes   
    74251      2020-4-1     yes   
    73722      2016-10-9    yes   
    45544      2016-4-8     yes   
    69238      2020-1-2     yes   
    71737      2017-3-15    yes   
    36150      2018-8-7     yes   
    27800      2020-11-4    yes   
    18270      2020-6-3     yes   
    77086      2015-6-3     yes   
    43483      2015-3-1     yes   
    97147      2016-2-3     yes   
    53624      2016-5-2     yes   
    49862      2020-6-17    yes   
    26192      2015-4-1     yes   
    97207      2017-12-1    yes   
    31455      2018-3-13    yes   
    98609      2019-10-7    yes   
    40896      2015-11-5    yes   
    95669      2017-9-10    yes   
    72038      2020-2-14    yes   
    81552      2017-5-24    yes   
    68581      2017-12-5    yes   
    61328      2018-10-9    yes   
    76185      2020-12-17   yes   
    60612      2017-4-11    yes   
    39726      2017-3-24    yes   
    19136      2016-11-22   yes   
    51559      2015-9-12    yes   
    35127      2018-5-9     yes   
    73862      2018-10-10   yes   
    99709      2016-2-12    yes   
    98368      2018-2-23    yes   
    57726      2018-3-21    yes   
    79125      2015-3-10    yes   
    11737      2019-3-19    yes   
    45594      2016-1-8     yes   
    22871      2019-11-23   yes   
    20264      2015-3-12    yes   
    43805      2017-6-3     yes   
    30301      2015-8-24    yes   
    23338      2018-10-2    yes   
    68835      2019-4-2     yes   
    73055      2019-11-2    yes   
    50033      2019-7-6     yes   
    13997      2020-4-11    yes   
    80273      2018-9-9     yes   
    15593      2018-10-4    yes   
    34564      2017-10-13   yes   
    81904      2018-9-12    yes   
    75408      2017-6-8     yes   
    20528      2020-5-10    yes   
    27712      2018-5-4     yes   
    52616      2016-7-11    yes   
    25057      2019-12-11   yes   
    74302      2020-12-24   yes   
    62791      2015-12-17   yes   
    77479      2018-12-10   yes   
    63645      2019-11-3    yes   
    55274      2020-7-18    yes   
    19643      2019-12-14   yes   
    43313      2015-8-11    yes   
    94626      2020-2-9     yes   
    91432      2015-10-2    yes   
    72277      2016-7-16    yes   
    20940      2015-6-9     yes   
    23009      2018-11-3    yes   
    90482      2020-12-16   yes   
    59826      2020-1-15    yes   
    87744      2018-11-12   yes   
    76818      2017-8-17    yes   
    37735      2020-12-23   yes   
    84367      2015-4-3     yes   
    49111      2015-12-15   yes   
    63561      2016-2-5     yes   
    76977      2019-8-8     yes   
    57462      2016-5-22    yes   
    58002      2017-6-17    yes   
    61836      2016-11-15   yes   
    38218      2018-10-15   yes   
    42984      2020-4-11    yes   
