Membership No  Date Joined  Active  
    88333      2020-9-20    no    
    24505      2016-9-10    no    
    67686      2016-12-25   no    
    17640      2016-6-5     no    
    47483      2016-11-13   no    
    16344      2017-11-11   no    
    48287      2018-11-16   no    
    47540      2019-12-16   no    
    35507      2017-2-21    no    
    81184      2016-6-5     no    
    13002      2016-6-24    no    
    72827      2015-3-5     no    
    58225      2016-9-22    no    
    17676      2020-3-22    no    
    77089      2015-2-6     no    
    43624      2017-3-13    no    
    54412      2016-6-21    no    
    56861      2019-3-19    no    
    62708      2016-3-25    no    
    41753      2015-2-22    no    
    38403      2020-12-20   no    
    26208      2018-11-14   no    
    93504      2017-9-6     no    
    81957      2018-1-22    no    
    52335      2015-11-8    no    
    90374      2015-11-9    no    
    40890      2018-4-7     no    
    91306      2015-11-10   no    
    40694      2019-3-18    no    
    65230      2019-3-1     no    
    82900      2017-4-17    no    
    10053      2015-1-18    no    
    32051      2017-4-15    no    
    80527      2018-9-18    no    
    13180      2020-3-6     no    
    74858      2019-1-17    no    
    29383      2017-4-23    no    
    99977      2019-12-4    no    
    76196      2020-2-9     no    
    87394      2016-1-17    no    
    73806      2018-6-12    no    
    15991      2016-1-15    no    
    66714      2015-12-8    no    
    89813      2020-10-19   no    
    40975      2020-4-1     no    
    64054      2019-5-9     no    
    78050      2020-11-16   no    
    57979      2016-9-15    no    
    55575      2015-12-22   no    
    42617      2015-1-15    no    
    12308      2016-11-4    no    
    73390      2016-7-10    no    
    36704      2015-10-21   no    
    56650      2018-2-19    no    
    63598      2020-8-20    no    
    74854      2019-2-15    no    
    95562      2017-3-4     no    
    23615      2020-3-1     no    
    37605      2020-8-11    no    
    91021      2020-9-5     no    
    47490      2019-2-21    no    
    90009      2019-1-1     no    
    77085      2019-5-4     no    
    32418      2016-11-15   no    
    24097      2020-6-22    no    
    58927      2016-6-8     no    
    95846      2018-4-19    no    
    29083      2019-10-18   no    
    72959      2015-12-14   no    
    56047      2018-3-25    no    
    73646      2016-7-7     no    
    30895      2017-8-23    no    
    41963      2017-2-23    no    
    48444      2019-10-18   no    
    19730      2018-11-11   no    
    91165      2018-5-21    no    
    79987      2020-5-10    no    
    26812      2015-8-17    no    
    46490      2019-9-17    no    
    23223      2015-3-10    no    
    43579      2020-5-2     no    
    24900      2018-7-23    no    
    14128      2018-6-23    no    
    79076      2018-11-15   no    
    12595      2019-8-18    no    
    58064      2017-6-19    no    
    17072      2017-3-18    no    
    46148      2020-4-2     no    
    22303      2016-4-4     no    
    31916      2017-4-7     no    
    86527      2020-3-22    no    
    24489      2016-3-23    no    
    66790      2018-1-23    no    
    51996      2016-4-15    no    
    58004      2019-7-9     no    
    39746      2019-3-15    no    
    78136      2017-6-16    no    
    74229      2019-12-12   no    
    30763      2020-8-11    no    
    40372      2017-9-4     no    
    73691      2015-2-9     no    
    67718      2016-2-13    no    
    63063      2015-3-10    no    
    47653      2019-5-19    no    
    30448      2016-5-12    no    
    19043      2016-4-13    no    
    98472      2017-4-17    no    
    20038      2015-6-14    no    
    19493      2020-7-17    no    
    23350      2016-5-3     no    
    44249      2018-5-20    no    
    44367      2020-6-4     no    
    54749      2015-6-18    no    
    45600      2018-6-24    no    
    12650      2016-11-24   no    
    72456      2020-6-20    no    
    56981      2020-1-4     no    
    66941      2015-5-4     no    
    72216      2016-3-16    no    
    50107      2017-10-6    no    
    19510      2016-11-23   no    
    80432      2018-5-18    no    
    61143      2018-12-3    no    
    20685      2017-11-6    no    
    81578      2019-2-1     no    
    16966      2015-4-12    no    
    86278      2020-12-7    no    
    74284      2020-11-15   no    
    85673      2015-3-1     no    
    46163      2018-2-4     no    
    20266      2015-8-15    no    
    74363      2017-9-16    no    
    12577      2018-6-1     no    
    14683      2016-6-9     no    
    56777      2019-7-7     no    
    67464      2018-9-15    no    
    88054      2015-1-14    no    
    90187      2020-3-17    no    
    77320      2019-9-25    no    
    48203      2019-5-24    no    
    18136      2016-12-11   no    
    38429      2017-12-11   no    
    14618      2020-12-25   no    
    13431      2015-5-12    no    
    79021      2020-2-8     no    
    97480      2020-3-21    no    
    57986      2016-7-2     no    
    52016      2016-2-8     no    
    96705      2020-5-13    no    
    74655      2017-4-1     no    
    66775      2019-1-9     no    
    81242      2018-9-13    no    
    94073      2016-2-16    no    
    78500      2016-9-16    no    
    61543      2017-3-24    no    
    85991      2017-12-15   no    
    38531      2019-9-18    no    
    59118      2020-2-6     no    
    43563      2017-1-3     no    
    93212      2015-7-18    no    
    92932      2020-6-22    no    
    96044      2016-10-16   no    
    78550      2019-5-25    no    
    55434      2017-6-16    no    
    87224      2015-4-20    no    
    50225      2016-3-11    no    
    30864      2019-4-1     no    
    35271      2017-5-23    no    
    62624      2015-11-3    no    
    57250      2018-12-6    no    
    13792      2019-4-25    no    
    15034      2020-7-17    no    
    33097      2015-9-21    no    
    59321      2020-5-10    no    
    40446      2019-5-5     no    
    79869      2020-7-6     no    
    51219      2019-10-24   no    
    97604      2016-11-14   no    
    33188      2019-6-11    no    
    96887      2017-6-8     no    
    53927      2017-6-19    no    
    87300      2017-2-11    no    
    17770      2019-6-6     no    
    71000      2016-8-12    no    
    29512      2020-5-14    no    
    66362      2018-2-4     no    
    78826      2016-5-23    no    
    25997      2018-12-20   no    
    71920      2015-8-20    no    
    45121      2018-12-3    no    
    85560      2019-8-23    no    
    69400      2015-12-19   no    
    84059      2019-11-14   no    
    55984      2016-10-12   no    
    65669      2020-4-4     no    
    59696      2016-1-21    no    
    59939      2017-11-13   no    
    33710      2017-3-20    no    
    34401      2018-1-20    no    
    54758      2019-6-22    no    
    53646      2018-6-17    no    
    74225      2019-5-7     no    
    28533      2017-8-22    no    
    94647      2017-9-13    no    
    89857      2015-12-9    no    
    12538      2018-10-5    no    
    81952      2019-3-15    no    
    35690      2015-8-14    no    
    29097      2016-6-11    no    
    27659      2015-2-19    no    
    48208      2019-3-16    no    
    60078      2017-2-13    no    
    97358      2020-5-6     no    
    94946      2018-10-22   no    
    40681      2017-3-22    no    
    78324      2019-12-24   no    
    81639      2018-10-12   no    
    89847      2018-10-17   no    
    15688      2015-8-10    no    
    92895      2016-9-19    no    
    20225      2015-2-20    no    
    73532      2016-12-12   no    
    83523      2018-2-18    no    
    98045      2017-3-15    no    
    94430      2015-4-24    no    
    91891      2017-4-24    no    
    18328      2016-9-9     no    
    10129      2015-12-5    no    
    20711      2020-3-22    no    
    76850      2015-7-5     no    
    42468      2018-3-17    no    
    23014      2018-3-11    no    
    16882      2020-8-24    no    
    54236      2020-10-22   no    
    90473      2016-11-19   no    
    39313      2015-9-8     no    
    91398      2017-12-6    no    
    44477      2019-8-1     no    
    68794      2020-5-12    no    
    24457      2019-9-17    no    
    96570      2016-12-18   no    
    12539      2020-9-10    no    
    11616      2015-7-3     no    
    50577      2019-6-25    no    
    99004      2018-12-14   no    
    94321      2016-3-19    no    
    96408      2016-10-8    no    
    17325      2020-9-13    no    
    35487      2018-9-2     no    
    31309      2020-8-15    no    
    88005      2019-3-19    no    
    57286      2019-8-14    no    
    78119      2016-7-15    no    
    76223      2018-1-20    no    
    57862      2016-10-24   no    
    37458      2020-8-11    no    
    36846      2020-8-5     no    
    72560      2016-11-11   no    
    66578      2019-10-22   no    
    54767      2019-6-8     no    
    27142      2016-12-1    no    
    17620      2016-6-20    no    
    62123      2017-12-22   no    
    37643      2015-1-15    no    
    45675      2017-9-2     no    
    13165      2019-2-5     no    
    24758      2016-6-1     no    
    30997      2016-7-10    no    
    70246      2017-8-5     no    
    58088      2018-5-17    no    
    38375      2019-2-10    no    
    81503      2016-8-11    no    
    95873      2015-10-4    no    
    64003      2017-4-13    no    
    22767      2018-2-9     no    
    52332      2018-1-19    no    
    32887      2020-9-11    no    
    11252      2016-11-16   no    
    33657      2017-11-12   no    
    31541      2017-12-25   no    
    31205      2018-6-3     no    
    12834      2016-9-15    no    
    31846      2017-5-6     no    
    45425      2020-5-9     no    
    38090      2015-9-13    no    
    71677      2017-11-6    no    
    68318      2018-12-9    no    
    93081      2018-10-25   no    
    77622      2017-3-19    no    
    58510      2019-8-24    no    
    22185      2016-11-3    no    
    71472      2020-8-21    no    
    38208      2019-8-11    no    
    93069      2018-11-24   no    
    49603      2018-11-19   no    
    57480      2017-9-1     no    
    44393      2017-7-9     no    
    77651      2016-3-21    no    
    83939      2019-8-5     no    
    13883      2017-7-17    no    
    24399      2019-3-8     no    
    52506      2019-11-6    no    
    46399      2017-5-4     no    
    97075      2016-7-23    no    
    99408      2015-7-23    no    
    59163      2017-11-3    no    
    46162      2016-1-16    no    
    48093      2020-12-25   no    
    81881      2020-9-15    no    
    85657      2020-4-4     no    
    97788      2015-4-7     no    
    67502      2019-10-5    no    
    36307      2020-4-22    no    
    21276      2019-12-5    no    
    13701      2017-6-24    no    
    92726      2018-11-22   no    
    68490      2018-7-23    no    
    85931      2020-9-19    no    
    63051      2018-4-18    no    
    53764      2015-5-16    no    
    28358      2018-1-1     no    
    87464      2017-1-17    no    
    81301      2015-12-15   no    
    37695      2016-2-18    no    
    25566      2019-3-23    no    
    81922      2015-10-25   no    
    76875      2015-9-22    no    
    91446      2020-1-9     no    
    47015      2017-2-6     no    
    65235      2017-9-6     no    
    58200      2016-4-4     no    
    40486      2019-12-5    no    
    68802      2018-10-23   no    
    61055      2019-3-4     no    
    91747      2015-12-18   no    
    21691      2016-8-2     no    
    29718      2019-3-17    no    
    81607      2017-9-19    no    
    63186      2015-12-16   no    
    34759      2016-1-17    no    
    11345      2017-5-5     no    
    46590      2018-1-18    no    
    48530      2019-8-6     no    
    56416      2017-3-5     no    
    62170      2018-8-3     no    
    70580      2016-4-11    no    
    34985      2017-8-23    no    
    66176      2018-5-23    no    
    59211      2019-11-11   no    
    55768      2018-2-11    no    
    42422      2017-11-6    no    
    59648      2016-8-13    no    
    60910      2019-4-8     no    
    17377      2018-4-20    no    
    91971      2015-10-22   no    
    58154      2017-2-22    no    
    63318      2016-3-9     no    
    29803      2015-1-10    no    
    17046      2015-8-4     no    
    15043      2020-2-2     no    
    78147      2019-6-7     no    
    17043      2017-2-13    no    
    33163      2015-3-4     no    
    15871      2020-4-21    no    
    71540      2016-6-19    no    
    97064      2018-10-20   no    
    19307      2016-2-4     no    
    10255      2020-5-3     no    
    34375      2016-1-20    no    
    54571      2018-4-4     no    
    91466      2019-8-13    no    
    24199      2019-7-13    no    
    51653      2016-11-24   no    
    35880      2018-9-6     no    
    36700      2017-1-19    no    
    70621      2018-8-15    no    
    85952      2018-10-13   no    
    22287      2019-8-12    no    
    51284      2020-5-23    no    
    45469      2020-6-8     no    
    44406      2016-1-18    no    
    79138      2018-10-10   no    
    21320      2016-2-23    no    
    69854      2017-9-23    no    
    61014      2020-11-17   no    
    99618      2018-9-10    no    
    29844      2018-8-19    no    
    23327      2018-1-7     no    
    48987      2020-12-12   no    
    53939      2018-4-23    no    
    12007      2017-12-2    no    
    63043      2016-3-24    no    
    23826      2018-3-20    no    
    59358      2016-2-13    no    
    62377      2020-7-14    no    
    57021      2015-12-15   no    
    84245      2016-10-6    no    
    50005      2019-11-3    no    
    11960      2016-5-7     no    
    46967      2017-2-20    no    
    96805      2017-10-22   no    
    10261      2020-5-6     no    
    27729      2019-3-22    no    
    97593      2015-2-16    no    
    51859      2020-5-23    no    
    36155      2019-5-13    no    
    15257      2017-9-21    no    
    33315      2015-3-10    no    
    42360      2015-5-14    no    
    58286      2015-10-20   no    
    80416      2017-8-6     no    
    19443      2018-3-12    no    
    70432      2020-6-7     no    
    55737      2015-10-12   no    
    87421      2017-5-18    no    
    10107      2018-10-6    no    
    24458      2015-10-24   no    
    47276      2015-6-5     no    
    66892      2015-8-4     no    
    98583      2016-6-5     no    
    17384      2017-3-10    no    
    47864      2016-6-15    no    
    72594      2015-9-21    no    
    81482      2019-1-7     no    
    20179      2020-1-22    no    
    90186      2015-8-7     no    
    55373      2019-12-2    no    
    59466      2020-11-24   no    
    33312      2017-2-14    no    
    69934      2016-3-3     no    
    18413      2017-2-2     no    
    47756      2020-8-2     no    
    30607      2020-11-16   no    
    36353      2019-2-11    no    
    48172      2017-5-23    no    
    68338      2015-2-22    no    
    71809      2017-8-21    no    
    67680      2016-1-25    no    
    74277      2016-5-13    no    
    12109      2018-10-19   no    
    23729      2016-12-9    no    
    44326      2016-7-16    no    
    24348      2019-4-23    no    
    75072      2016-11-19   no    
    55147      2018-9-9     no    
    25791      2020-6-4     no    
    93529      2016-9-12    no    
    58726      2019-2-4     no    
    91817      2019-10-16   no    
    79566      2018-4-15    no    
    55247      2017-8-3     no    
    31972      2017-11-5    no    
    54963      2018-11-18   no    
    25190      2016-11-5    no    
    77099      2018-8-22    no    
    22234      2016-1-4     no    
    46771      2017-9-12    no    
    74981      2016-11-15   no    
    22156      2015-3-6     no    
    35817      2019-5-16    no    
    41210      2016-10-11   no    
    48779      2017-10-3    no    
    14489      2019-9-4     no    
    70494      2018-4-23    no    
    26272      2019-5-1     no    
    53315      2015-4-2     no    
    88396      2017-9-12    no    
    47127      2018-3-2     no    
    24651      2015-7-18    no    
    26633      2015-10-14   no    
    58710      2015-11-18   no    
    12513      2016-12-20   no    
    52249      2016-11-5    no    
    47397      2017-8-23    no    
    72883      2017-1-21    no    
    52562      2015-1-2     no    
    59500      2020-8-24    no    
    59931      2018-5-6     no    
    24744      2017-7-14    no    
    14241      2017-3-21    no    
    28991      2018-8-8     no    
    35834      2015-11-16   no    
    52689      2019-5-11    no    
    34701      2015-9-2     no    
    83391      2020-9-12    no    
    13366      2020-9-18    no    
    86671      2020-9-25    no    
    96404      2015-11-21   no    
    63185      2017-2-4     no    
    61630      2018-12-16   no    
    65655      2020-10-20   no    
    83157      2016-4-11    no    
    39573      2016-7-22    no    
    13507      2016-9-16    no    
    28946      2015-3-13    no    
    92167      2018-1-17    no    
    88211      2019-4-12    no    
    31409      2016-5-24    no    
    93350      2018-8-24    no    
    97916      2015-2-21    no    
    16141      2015-3-17    no    
    67368      2015-2-12    no    
    63397      2019-6-24    no    
    24406      2019-11-2    no    
    58923      2015-12-2    no    
    80162      2018-10-14   no    
    91341      2020-6-21    no    
    29305      2016-11-22   no    
    14577      2016-7-17    no    
    48885      2018-1-15    no    
    70530      2019-1-6     no    
    91739      2016-9-24    no    
    67204      2020-7-6     no    
    46719      2019-2-11    no    
    90468      2018-7-5     no    
    55323      2016-3-12    no    
    78751      2018-3-10    no    
    18826      2017-6-18    no    
    42419      2020-5-20    no    
    93960      2019-4-22    no    
    25541      2015-8-18    no    
    87292      2019-3-23    no    
    71889      2020-11-21   no    
    52215      2016-1-10    no    
    63909      2020-7-19    no    
    67631      2017-3-24    no    
    26282      2018-3-5     no    
    33355      2015-8-16    no    
    13840      2019-8-18    no    
    17086      2018-2-9     no    
    71356      2018-12-16   no    
    72536      2016-5-24    no    
    27017      2020-10-13   no    
    55710      2015-9-22    no    
    23714      2018-7-7     no    
    17532      2018-1-16    no    
    37600      2017-8-3     no    
    66911      2018-8-2     no    
    52897      2017-6-13    no    
    79247      2017-9-10    no    
    52124      2018-7-18    no    
    24702      2020-2-22    no    
    61141      2020-5-24    no    
    32659      2019-11-24   no    
    36009      2017-6-13    no    
    27462      2020-2-18    no    
    72494      2016-12-24   no    
    49176      2018-1-8     no    
    98214      2016-1-9     no    
    51639      2018-3-22    no    
    48916      2020-7-14    no    
    69620      2017-11-12   no    
    88592      2020-8-23    no    
    20427      2016-1-7     no    
    64230      2017-1-10    no    
    64808      2015-1-9     no    
    73369      2019-10-4    no    
    86242      2017-2-17    no    
    80048      2018-2-15    no    
    73737      2017-6-22    no    
    14857      2019-5-1     no    
    16675      2016-4-22    no    
    45575      2018-2-5     no    
    42347      2019-8-20    no    
    33874      2016-2-21    no    
    49947      2015-5-22    no    
    86942      2016-6-21    no    
    39974      2018-10-2    no    
    96679      2018-2-15    no    
    33281      2015-1-2     no    
    95131      2017-3-1     no    
    62580      2017-9-2     no    
    64670      2015-1-10    no    
    55837      2015-10-13   no    
    88112      2020-5-16    no    
    74811      2018-1-8     no    
    49733      2016-4-13    no    
    17777      2018-7-5     no    
    78091      2015-9-22    no    
    34010      2015-3-23    no    
    55177      2018-9-21    no    
    53313      2020-10-10   no    
    24596      2016-7-5     no    
    98854      2016-10-24   no    
    33042      2019-10-8    no    
    71190      2016-5-6     no    
    32069      2020-1-16    no    
    86539      2015-6-21    no    
    76359      2015-3-10    no    
    41236      2017-10-22   no    
    36640      2017-7-8     no    
    25872      2017-5-20    no    
    40265      2016-7-20    no    
    46020      2018-5-23    no    
    84909      2020-2-14    no    
    70958      2019-9-17    no    
    29940      2017-9-3     no    
    58506      2017-6-19    no    
    72521      2020-1-22    no    
    10229      2017-2-19    no    
    83277      2018-8-23    no    
    64653      2020-4-6     no    
    26912      2015-6-14    no    
    25017      2018-6-17    no    
    70867      2017-12-6    no    
    46053      2016-7-3     no    
    76718      2020-9-7     no    
    41039      2016-11-24   no    
    20825      2016-12-4    no    
    77016      2015-7-16    no    
    47914      2015-4-8     no    
    46122      2016-3-20    no    
    68704      2018-3-15    no    
    67087      2019-3-3     no    
    30747      2015-3-4     no    
    35487      2019-8-22    no    
    19039      2020-8-15    no    
    69432      2016-2-14    no    
    67034      2017-5-21    no    
    86670      2015-3-5     no    
    12149      2020-11-5    no    
    27317      2015-2-11    no    
    55501      2016-8-10    no    
    39447      2018-4-23    no    
    83888      2015-12-2    no    
    76752      2015-4-16    no    
    43507      2020-11-2    no    
    94705      2015-8-5     no    
    22658      2015-11-8    no    
    34521      2018-6-6     no    
    14926      2017-9-14    no    
    46794      2017-1-21    no    
    58282      2016-6-23    no    
    55611      2017-11-12   no    
    48317      2018-11-16   no    
    41406      2018-11-24   no    
    56465      2018-10-6    no    
    70453      2020-11-22   no    
    63252      2020-6-3     no    
    60082      2018-3-3     no    
    65251      2019-10-2    no    
    28681      2016-4-9     no    
    83017      2020-2-12    no    
    39904      2019-1-2     no    
    10578      2017-12-20   no    
    78414      2019-2-17    no    
    16430      2019-12-23   no    
    95289      2018-4-7     no    
    53945      2020-4-16    no    
    16860      2017-4-10    no    
    56138      2018-11-4    no    
    15962      2016-7-7     no    
    25681      2016-1-13    no    
    95069      2018-8-5     no    
    61348      2019-3-18    no    
    78453      2020-3-14    no    
    69312      2015-2-8     no    
    74035      2018-2-11    no    
    11322      2016-5-8     no    
    21621      2015-5-8     no    
    60980      2020-12-12   no    
    34885      2020-10-3    no    
    68543      2019-11-22   no    
    87183      2016-6-17    no    
    69673      2018-10-17   no    
    13613      2015-4-3     no    
    28374      2018-3-19    no    
    49741      2018-4-4     no    
    35145      2015-4-19    no    
    97834      2015-6-8     no    
    16708      2016-12-15   no    
    65128      2020-1-25    no    
    74449      2017-1-6     no    
    25773      2016-9-8     no    
    97021      2015-8-15    no    
    26866      2015-4-15    no    
    81276      2017-9-6     no    
    16598      2016-3-16    no    
    13565      2016-4-8     no    
    19543      2019-7-2     no    
    96219      2017-8-7     no    
    52724      2020-3-22    no    
    56828      2018-9-6     no    
    66274      2018-7-16    no    
    36574      2018-6-18    no    
    79999      2015-10-23   no    
    20002      2019-3-11    no    
    27025      2017-3-21    no    
    91962      2020-3-21    no    
    75674      2015-3-8     no    
    41638      2020-8-9     no    
    29818      2020-12-16   no    
    38380      2017-9-18    no    
    88509      2016-10-8    no    
    13588      2015-1-14    no    
    22697      2020-5-7     no    
    25772      2017-5-3     no    
    60638      2015-3-6     no    
    96129      2019-9-2     no    
    14199      2018-8-22    no    
    43933      2016-7-1     no    
    89381      2020-12-6    no    
    90224      2018-12-23   no    
    87897      2017-5-11    no    
    47338      2015-2-11    no    
    38907      2016-5-9     no    
    37509      2017-9-19    no    
    84037      2015-6-11    no    
    12482      2017-3-21    no    
    73237      2015-8-21    no    
    30921      2016-6-22    no    
    47729      2015-1-11    no    
    56461      2016-11-13   no    
    23306      2018-12-4    no    
    84748      2018-7-20    no    
    15607      2017-2-4     no    
    36945      2015-12-6    no    
    22898      2018-3-7     no    
    65105      2019-1-15    no    
    43773      2015-5-14    no    
    89095      2017-4-11    no    
    74436      2016-5-17    no    
    97363      2016-9-18    no    
    46355      2015-12-20   no    
    95488      2015-5-16    no    
    26564      2020-10-6    no    
    21165      2020-3-3     no    
    84349      2018-11-1    no    
    81238      2018-2-11    no    
    54230      2017-2-10    no    
    77061      2019-8-20    no    
    63302      2018-1-20    no    
    85390      2017-2-12    no    
    39056      2015-6-12    no    
    87996      2019-12-8    no    
    83074      2020-8-24    no    
    94844      2015-9-18    no    
    13008      2020-7-11    no    
    27617      2019-1-2     no    
    62296      2020-11-8    no    
    44915      2017-8-20    no    
    56767      2015-3-8     no    
    61541      2019-4-2     no    
    96573      2019-1-3     no    
    74718      2017-11-18   no    
    62160      2015-5-21    no    
    29099      2020-6-7     no    
    80197      2018-8-21    no    
    15094      2015-11-18   no    
    78769      2015-3-14    no    
    60384      2015-7-21    no    
    49179      2018-5-11    no    
    12873      2015-7-23    no    
    62953      2019-5-3     no    
    84234      2018-2-2     no    
    78937      2020-2-17    no    
    43012      2018-2-3     no    
    15856      2017-9-9     no    
    12792      2018-1-24    no    
    79777      2015-7-1     no    
    76185      2016-3-20    no    
    55156      2016-7-3     no    
    99383      2018-1-17    no    
    32039      2018-1-17    no    
    92062      2017-6-10    no    
    94421      2020-12-18   no    
    33860      2016-3-24    no    
    28865      2017-5-16    no    
    60514      2015-12-15   no    
    12496      2017-11-13   no    
    43466      2016-2-3     no    
    49402      2015-8-20    no    
    41890      2018-3-13    no    
    31887      2016-7-16    no    
    63074      2020-8-20    no    
    73556      2016-2-5     no    
    78528      2016-4-11    no    
    50655      2017-10-2    no    
    52746      2016-7-24    no    
    75968      2015-7-10    no    
    20543      2019-5-18    no    
    84328      2016-10-4    no    
    36598      2016-5-20    no    
    99065      2015-5-3     no    
    94065      2020-8-24    no    
    98179      2020-4-22    no    
    33749      2015-8-16    no    
    66347      2017-1-25    no    
    67863      2017-8-12    no    
    35843      2020-11-2    no    
    86912      2016-7-21    no    
    47249      2016-3-5     no    
    57729      2020-9-16    no    
    90478      2015-3-13    no    
    11270      2016-6-22    no    
    47391      2019-5-21    no    
    96093      2018-5-1     no    
    57819      2019-10-6    no    
    31097      2017-8-18    no    
    53364      2019-10-10   no    
    32138      2015-9-8     no    
    80432      2019-1-25    no    
    44359      2017-5-18    no    
    70787      2015-8-12    no    
    80757      2019-12-9    no    
    34185      2020-1-15    no    
    44555      2018-4-21    no    
    85794      2020-9-10    no    
    35012      2020-5-14    no    
    86471      2016-8-11    no    
    81941      2015-6-12    no    
    97333      2016-5-9     no    
    30761      2020-8-16    no    
    50533      2015-5-23    no    
    52258      2016-12-12   no    
    61736      2015-4-22    no    
    56863      2019-5-21    no    
    33684      2016-2-21    no    
    25284      2019-11-10   no    
    30811      2016-3-3     no    
    12152      2018-8-20    no    
    46491      2019-4-20    no    
    11525      2016-3-18    no    
    62885      2020-5-10    no    
    24411      2020-8-16    no    
    10560      2018-3-21    no    
    32493      2020-10-22   no    
    20930      2019-9-18    no    
    25317      2017-9-9     no    
    98861      2020-6-10    no    
    45482      2017-11-23   no    
    51480      2018-5-17    no    
    38363      2018-8-2     no    
    77944      2020-10-18   no    
    99848      2015-7-8     no    
    86767      2019-8-12    no    
    49878      2018-11-6    no    
    76531      2016-12-12   no    
    15348      2020-12-25   no    
    98666      2017-8-1     no    
    68409      2017-10-6    no    
    51677      2020-7-1     no    
    53101      2019-7-6     no    
    62243      2018-9-24    no    
    70924      2016-2-12    no    
    11965      2016-4-11    no    
    81805      2015-9-17    no    
    48131      2020-5-23    no    
    31614      2020-10-10   no    
    46318      2019-2-1     no    
    89902      2020-5-1     no    
    55369      2018-1-5     no    
    82853      2016-3-8     no    
    62874      2020-3-20    no    
    53921      2018-2-12    no    
    39685      2020-1-14    no    
    27481      2015-4-24    no    
    75778      2018-10-6    no    
    51840      2015-12-21   no    
    72662      2020-8-5     no    
    98332      2020-10-22   no    
    26676      2015-8-1     no    
    45565      2018-4-4     no    
    29651      2017-4-17    no    
    98747      2018-12-12   no    
    10371      2019-5-22    no    
    20921      2015-2-24    no    
    61975      2017-5-12    no    
    89679      2016-7-9     no    
    68430      2020-11-10   no    
    25188      2018-11-2    no    
    12318      2019-12-18   no    
    56634      2020-1-25    no    
    60013      2020-2-14    no    
    98941      2018-4-19    no    
    77297      2020-12-8    no    
    10692      2017-8-7     no    
    46579      2017-3-14    no    
    44553      2015-7-4     no    
    90950      2019-3-22    no    
    54878      2017-9-7     no    
    41599      2018-9-2     no    
    47270      2020-7-9     no    
    70854      2017-11-24   no    
    49002      2016-9-12    no    
    22200      2020-5-17    no    
    97569      2015-8-6     no    
    79882      2017-3-18    no    
    97353      2019-9-23    no    
    70467      2015-12-9    no    
    74869      2016-7-6     no    
    14012      2018-10-4    no    
    43277      2020-6-22    no    
    56920      2015-4-25    no    
    77005      2015-1-10    no    
    39089      2020-7-23    no    
    38530      2017-1-19    no    
    65959      2018-7-2     no    
    37489      2015-6-4     no    
    61912      2019-12-2    no    
    34258      2017-1-8     no    
    17410      2019-2-22    no    
    87584      2020-11-10   no    
    53137      2020-4-17    no    
    98580      2017-7-1     no    
    17726      2017-7-20    no    
    51579      2015-12-7    no    
    79153      2016-4-10    no    
    84793      2019-3-7     no    
    28153      2015-8-24    no    
    49263      2016-10-13   no    
    46197      2016-3-8     no    
    74732      2018-8-9     no    
    55970      2020-8-25    no    
    11344      2016-4-3     no    
    21269      2018-1-21    no    
    60100      2017-7-22    no    
    65638      2020-4-15    no    
    84118      2018-12-13   no    
    81530      2020-10-9    no    
    66552      2015-7-18    no    
    57778      2015-4-8     no    
    95188      2015-8-7     no    
    26249      2018-7-12    no    
    13921      2017-4-14    no    
    86317      2018-4-7     no    
    85051      2016-7-24    no    
    52560      2020-10-14   no    
    22070      2016-3-15    no    
    71769      2018-1-1     no    
    57677      2018-12-9    no    
    71425      2018-12-12   no    
    10879      2018-9-6     no    
    59068      2016-5-24    no    
    65128      2018-2-7     no    
    96419      2016-2-14    no    
    62619      2016-10-21   no    
    78234      2018-11-4    no    
    61792      2015-6-8     no    
    85773      2015-11-21   no    
    81439      2019-3-20    no    
    65377      2015-3-11    no    
    90567      2017-4-2     no    
    35025      2017-11-3    no    
    96848      2015-8-22    no    
    78398      2016-5-24    no    
    36034      2017-2-2     no    
    69721      2018-12-6    no    
    37762      2020-2-21    no    
    58906      2016-9-23    no    
    70468      2017-10-4    no    
    43639      2017-6-22    no    
    13939      2017-2-4     no    
    78542      2017-5-23    no    
    52651      2019-5-24    no    
    48093      2017-1-25    no    
    21432      2020-6-16    no    
    46092      2020-4-14    no    
    19717      2017-10-7    no    
    18033      2018-2-2     no    
    20894      2015-12-11   no    
    58068      2015-12-5    no    
    22509      2017-9-11    no    
    76372      2020-8-19    no    
    29308      2018-7-1     no    
    23581      2016-2-16    no    
    79230      2016-3-12    no    
    82905      2020-11-8    no    
    60021      2020-7-21    no    
    53951      2016-4-22    no    
    69881      2015-10-7    no    
    16935      2020-7-4     no    
    45581      2019-11-22   no    
    63926      2018-7-19    no    
    53008      2016-3-20    no    
    27721      2019-5-20    no    
    47204      2018-10-24   no    
    49184      2016-9-23    no    
    42523      2016-11-23   no    
    98588      2016-7-23    no    
    89271      2020-8-15    no    
    53133      2016-4-15    no    
    50074      2015-6-10    no    
    45030      2018-10-5    no    
    30980      2019-7-4     no    
    69391      2016-10-4    no    
    59798      2020-9-11    no    
    76906      2019-6-21    no    
    29521      2015-10-13   no    
    85946      2017-10-18   no    
    17464      2015-2-5     no    
    66508      2017-1-10    no    
    40551      2018-5-15    no    
    73838      2015-10-21   no    
    72132      2016-4-15    no    
    82891      2016-4-8     no    
    12624      2018-7-4     no    
    50635      2015-2-11    no    
